Date,State,Region,Energy_Consumption_MU,MaxDemand_MW,PeakShortage_MW,Reg_EveningDemand_MW,Reg_EveningShortage_MW,Reg_EnergyMet_MU,Reg_HydroGen_MU,Grid_AvgFreq_Hz,Grid_FreqVariationIndex,Grid_NormalBand_pct,Bhutan_Exchange_MU,Bhutan_DayPeak_MW,Nepal_Exchange_MU,Nepal_DayPeak_MW,Bangladesh_Exchange_MU,Bangladesh_DayPeak_MW
17-04-2023,Bihar,ER,127.2,6143.0,209.0,27455.0,479.0,605.0,45.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,DVC,ER,77.1,3547.0,0.0,27455.0,479.0,605.0,45.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Jharkhand,ER,35.2,1652.0,238.0,27455.0,479.0,605.0,45.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Odisha,ER,128.8,6370.0,0.0,27455.0,479.0,605.0,45.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Sikkim,ER,1.6,99.0,0.0,27455.0,479.0,605.0,45.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,West Bengal,ER,234.8,11438.0,0.0,27455.0,479.0,605.0,45.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Arunachal Pradesh,NER,2.6,154.0,0.0,3096.0,57.0,57.0,9.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Assam,NER,35.6,1969.0,0.0,3096.0,57.0,57.0,9.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Manipur,NER,2.8,204.0,26.0,3096.0,57.0,57.0,9.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Meghalaya,NER,5.3,300.0,38.0,3096.0,57.0,57.0,9.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Mizoram,NER,2.0,124.0,0.0,3096.0,57.0,57.0,9.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Nagaland,NER,2.4,146.0,0.0,3096.0,57.0,57.0,9.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Tripura,NER,6.4,336.0,0.0,3096.0,57.0,57.0,9.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Chandigarh,NR,4.9,248.0,0.0,59936.0,879.0,1263.0,159.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Delhi,NR,101.1,5059.0,0.0,59936.0,879.0,1263.0,159.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,HP,NR,31.5,1602.0,0.0,59936.0,879.0,1263.0,159.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Haryana,NR,155.4,8186.0,0.0,59936.0,879.0,1263.0,159.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,J&K,NR,57.5,2793.0,135.0,59936.0,879.0,1263.0,159.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Punjab,NR,159.7,7922.0,0.0,59936.0,879.0,1263.0,159.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Railways_NR,NR,3.8,175.0,0.0,59936.0,879.0,1263.0,159.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Rajasthan,NR,281.3,13385.0,0.0,59936.0,879.0,1263.0,159.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,UP,NR,425.5,22211.0,235.0,59936.0,879.0,1263.0,159.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Uttarakhand,NR,42.4,2228.0,0.0,59936.0,879.0,1263.0,159.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Andhra Pradesh,SR,244.4,12093.0,0.0,51325.0,,1287.0,89.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Karnataka,SR,301.3,15790.0,0.0,51325.0,,1287.0,89.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Kerala,SR,100.6,4894.0,0.0,51325.0,,1287.0,89.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Pondy,SR,9.5,427.0,0.0,51325.0,,1287.0,89.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Tamil Nadu,SR,380.5,18563.0,0.0,51325.0,,1287.0,89.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Telangana,SR,250.6,12708.0,0.0,51325.0,,1287.0,89.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,AMNSIL,WR,17.7,819.0,0.0,62760.0,177.0,1509.0,44.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,BALCO,WR,12.3,517.0,0.0,62760.0,177.0,1509.0,44.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Chhattisgarh,WR,128.1,5574.0,7.0,62760.0,177.0,1509.0,44.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,DNHDDPDCL,WR,29.1,1266.0,0.0,62760.0,177.0,1509.0,44.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Goa,WR,15.0,743.0,0.0,62760.0,177.0,1509.0,44.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Gujarat,WR,456.1,21166.0,0.0,62760.0,177.0,1509.0,44.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,MP,WR,266.2,12244.0,0.0,62760.0,177.0,1509.0,44.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
17-04-2023,Maharashtra,WR,584.9,27899.0,0.0,62760.0,177.0,1509.0,44.0,50.0,0.079,59.19,2.2,90.0,-753.0,-555.0,-1102.0,-1039.0
18-04-2023,Bihar,ER,131.9,6171.0,104.0,28579.0,435.0,631.0,47.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,DVC,ER,79.3,3751.0,0.0,28579.0,435.0,631.0,47.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Jharkhand,ER,32.9,1803.0,0.0,28579.0,435.0,631.0,47.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Odisha,ER,139.7,6816.0,0.0,28579.0,435.0,631.0,47.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Sikkim,ER,1.6,104.0,0.0,28579.0,435.0,631.0,47.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,West Bengal,ER,245.7,11868.0,0.0,28579.0,435.0,631.0,47.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Arunachal Pradesh,NER,2.6,142.0,0.0,3023.0,33.0,59.0,11.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Assam,NER,37.7,2024.0,0.0,3023.0,33.0,59.0,11.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Manipur,NER,2.7,198.0,24.0,3023.0,33.0,59.0,11.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Meghalaya,NER,5.3,324.0,31.0,3023.0,33.0,59.0,11.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Mizoram,NER,2.0,122.0,0.0,3023.0,33.0,59.0,11.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Nagaland,NER,2.4,140.0,0.0,3023.0,33.0,59.0,11.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Tripura,NER,6.6,347.0,0.0,3023.0,33.0,59.0,11.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Chandigarh,NR,5.2,278.0,0.0,60395.0,1178.0,1286.0,161.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Delhi,NR,109.1,5324.0,0.0,60395.0,1178.0,1286.0,161.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,HP,NR,31.8,1631.0,0.0,60395.0,1178.0,1286.0,161.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Haryana,NR,164.8,8198.0,38.0,60395.0,1178.0,1286.0,161.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,J&K,NR,50.3,2735.0,180.0,60395.0,1178.0,1286.0,161.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Punjab,NR,160.5,8024.0,0.0,60395.0,1178.0,1286.0,161.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Railways_NR,NR,3.8,178.0,0.0,60395.0,1178.0,1286.0,161.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Rajasthan,NR,277.0,13630.0,0.0,60395.0,1178.0,1286.0,161.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,UP,NR,439.7,22490.0,427.0,60395.0,1178.0,1286.0,161.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Uttarakhand,NR,43.9,2142.0,0.0,60395.0,1178.0,1286.0,161.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Andhra Pradesh,SR,246.4,12020.0,0.0,52366.0,,1321.0,91.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Karnataka,SR,305.6,15798.0,0.0,52366.0,,1321.0,91.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Kerala,SR,103.1,5024.0,0.0,52366.0,,1321.0,91.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Pondy,SR,10.2,448.0,0.0,52366.0,,1321.0,91.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Tamil Nadu,SR,404.0,18882.0,0.0,52366.0,,1321.0,91.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Telangana,SR,251.3,12607.0,0.0,52366.0,,1321.0,91.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,AMNSIL,WR,17.4,820.0,0.0,63593.0,375.0,1539.0,46.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,BALCO,WR,12.4,519.0,0.0,63593.0,375.0,1539.0,46.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Chhattisgarh,WR,129.7,5642.0,0.0,63593.0,375.0,1539.0,46.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,DNHDDPDCL,WR,29.3,1266.0,0.0,63593.0,375.0,1539.0,46.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Goa,WR,16.6,759.0,0.0,63593.0,375.0,1539.0,46.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Gujarat,WR,461.7,21627.0,0.0,63593.0,375.0,1539.0,46.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,MP,WR,269.5,12221.0,0.0,63593.0,375.0,1539.0,46.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
18-04-2023,Maharashtra,WR,602.6,28584.0,0.0,63593.0,375.0,1539.0,46.0,50.0,0.041,73.88,0.9,38.0,-712.0,-607.0,-1104.0,-1053.0
19-04-2023,Bihar,ER,127.7,6456.0,364.0,27674.0,676.0,630.0,48.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,DVC,ER,80.6,3714.0,0.0,27674.0,676.0,630.0,48.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Jharkhand,ER,35.9,1857.0,0.0,27674.0,676.0,630.0,48.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Odisha,ER,141.7,7192.0,0.0,27674.0,676.0,630.0,48.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Sikkim,ER,1.6,98.0,0.0,27674.0,676.0,630.0,48.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,West Bengal,ER,242.1,11298.0,0.0,27674.0,676.0,630.0,48.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Arunachal Pradesh,NER,2.4,128.0,0.0,2552.0,101.0,54.0,8.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Assam,NER,32.9,1802.0,0.0,2552.0,101.0,54.0,8.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Manipur,NER,2.9,207.0,4.0,2552.0,101.0,54.0,8.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Meghalaya,NER,4.8,269.0,76.0,2552.0,101.0,54.0,8.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Mizoram,NER,2.0,112.0,0.0,2552.0,101.0,54.0,8.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Nagaland,NER,3.0,145.0,0.0,2552.0,101.0,54.0,8.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Tripura,NER,6.3,334.0,0.0,2552.0,101.0,54.0,8.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Chandigarh,NR,4.8,237.0,0.0,60436.0,641.0,1242.0,187.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Delhi,NR,107.1,5232.0,0.0,60436.0,641.0,1242.0,187.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,HP,NR,29.3,1473.0,0.0,60436.0,641.0,1242.0,187.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Haryana,NR,153.6,8216.0,0.0,60436.0,641.0,1242.0,187.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,J&K,NR,58.2,2827.0,0.0,60436.0,641.0,1242.0,187.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Punjab,NR,135.6,7172.0,0.0,60436.0,641.0,1242.0,187.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Railways_NR,NR,3.9,182.0,0.0,60436.0,641.0,1242.0,187.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Rajasthan,NR,271.4,13680.0,0.0,60436.0,641.0,1242.0,187.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,UP,NR,435.8,22923.0,0.0,60436.0,641.0,1242.0,187.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Uttarakhand,NR,42.2,2093.0,0.0,60436.0,641.0,1242.0,187.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Andhra Pradesh,SR,246.5,12133.0,0.0,52343.0,,1329.0,77.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Karnataka,SR,307.8,15752.0,0.0,52343.0,,1329.0,77.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Kerala,SR,103.3,4893.0,0.0,52343.0,,1329.0,77.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Pondy,SR,10.3,461.0,0.0,52343.0,,1329.0,77.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Tamil Nadu,SR,409.4,19087.0,0.0,52343.0,,1329.0,77.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Telangana,SR,251.7,12674.0,0.0,52343.0,,1329.0,77.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,AMNSIL,WR,18.1,868.0,0.0,62902.0,,1537.0,41.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,BALCO,WR,12.4,518.0,0.0,62902.0,,1537.0,41.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Chhattisgarh,WR,129.8,5618.0,0.0,62902.0,,1537.0,41.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,DNHDDPDCL,WR,29.6,1271.0,0.0,62902.0,,1537.0,41.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Goa,WR,15.8,746.0,0.0,62902.0,,1537.0,41.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Gujarat,WR,458.1,21074.0,0.0,62902.0,,1537.0,41.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,MP,WR,266.2,11948.0,0.0,62902.0,,1537.0,41.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
19-04-2023,Maharashtra,WR,606.7,28165.0,0.0,62902.0,,1537.0,41.0,50.0,0.053,67.25,4.1,170.0,-607.0,-471.0,-1101.0,-1062.0
20-04-2023,Bihar,ER,127.4,6448.0,0.0,26647.0,,608.0,53.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,DVC,ER,80.9,3695.0,0.0,26647.0,,608.0,53.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Jharkhand,ER,35.9,1791.0,0.0,26647.0,,608.0,53.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Odisha,ER,124.8,6280.0,0.0,26647.0,,608.0,53.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Sikkim,ER,1.4,91.0,0.0,26647.0,,608.0,53.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,West Bengal,ER,237.9,11354.0,0.0,26647.0,,608.0,53.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Arunachal Pradesh,NER,2.3,129.0,0.0,2696.0,55.0,49.0,13.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Assam,NER,29.1,1814.0,0.0,2696.0,55.0,49.0,13.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Manipur,NER,2.0,180.0,0.0,2696.0,55.0,49.0,13.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Meghalaya,NER,4.4,274.0,80.0,2696.0,55.0,49.0,13.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Mizoram,NER,2.0,119.0,0.0,2696.0,55.0,49.0,13.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Nagaland,NER,2.2,150.0,0.0,2696.0,55.0,49.0,13.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Tripura,NER,6.5,324.0,0.0,2696.0,55.0,49.0,13.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Chandigarh,NR,4.8,237.0,0.0,56963.0,,1263.0,218.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Delhi,NR,103.9,5028.0,0.0,56963.0,,1263.0,218.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,HP,NR,28.9,1555.0,0.0,56963.0,,1263.0,218.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Haryana,NR,161.0,8047.0,0.0,56963.0,,1263.0,218.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,J&K,NR,57.5,2784.0,0.0,56963.0,,1263.0,218.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Punjab,NR,141.7,6708.0,0.0,56963.0,,1263.0,218.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Railways_NR,NR,3.8,177.0,0.0,56963.0,,1263.0,218.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Rajasthan,NR,273.5,13198.0,0.0,56963.0,,1263.0,218.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,UP,NR,443.2,21870.0,0.0,56963.0,,1263.0,218.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Uttarakhand,NR,44.3,2143.0,0.0,56963.0,,1263.0,218.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Andhra Pradesh,SR,247.8,12318.0,0.0,51919.0,,1328.0,75.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Karnataka,SR,309.5,16110.0,0.0,51919.0,,1328.0,75.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Kerala,SR,102.6,4958.0,0.0,51919.0,,1328.0,75.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Pondy,SR,10.5,467.0,0.0,51919.0,,1328.0,75.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Tamil Nadu,SR,415.4,19387.0,0.0,51919.0,,1328.0,75.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Telangana,SR,242.5,12322.0,0.0,51919.0,,1328.0,75.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,AMNSIL,WR,19.2,867.0,0.0,59470.0,,1505.0,35.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,BALCO,WR,12.4,519.0,0.0,59470.0,,1505.0,35.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Chhattisgarh,WR,123.7,5456.0,0.0,59470.0,,1505.0,35.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,DNHDDPDCL,WR,29.5,1267.0,0.0,59470.0,,1505.0,35.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Goa,WR,15.7,730.0,0.0,59470.0,,1505.0,35.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Gujarat,WR,459.9,21202.0,0.0,59470.0,,1505.0,35.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,MP,WR,247.8,11525.0,0.0,59470.0,,1505.0,35.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
20-04-2023,Maharashtra,WR,596.5,28305.0,0.0,59470.0,,1505.0,35.0,50.01,0.042,69.14,5.4,226.0,-824.0,-525.0,-1090.0,-1034.0
21-04-2023,Bihar,ER,122.7,6155.0,0.0,24659.0,,570.0,47.0,50.01,0.055,63.66,5.5,229.0,-760.0,-548.0,-1084.0,-1007.0
21-04-2023,DVC,ER,79.3,3420.0,0.0,24659.0,,570.0,47.0,50.01,0.055,63.66,5.5,229.0,-760.0,-548.0,-1084.0,-1007.0
21-04-2023,Jharkhand,ER,35.1,1788.0,0.0,24659.0,,570.0,47.0,50.01,0.055,63.66,5.5,229.0,-760.0,-548.0,-1084.0,-1007.0
21-04-2023,Odisha,ER,111.0,5045.0,0.0,24659.0,,570.0,47.0,50.01,0.055,63.66,5.5,229.0,-760.0,-548.0,-1084.0,-1007.0
21-04-2023,Sikkim,ER,1.3,100.0,0.0,24659.0,,570.0,47.0,50.01,0.055,63.66,5.5,229.0,-760.0,-548.0,-1084.0,-1007.0
21-04-2023,West Bengal,ER,220.4,10969.0,0.0,24659.0,,570.0,47.0,50.01,0.055,63.66,5.5,229.0,-760.0,-548.0,-1084.0,-1007.0
21-04-2023,Arunachal Pradesh,NER,2.4,131.0,0.0,2313.0,57.0,43.0,13.0,50.01,0.055,63.66,5.5,229.0,-760.0,-548.0,-1084.0,-1007.0
21-04-2023,Assam,NER,27.8,1701.0,0.0,2313.0,57.0,43.0,13.0,50.01,0.055,63.66,5.5,229.0,-760.0,-548.0,-1084.0,-1007.0
21-04-2023,Manipur,NER,1.4,123.0,0.0,2313.0,57.0,43.0,13.0,50.01,0.055,63.66,5.5,229.0,-760.0,-548.0,-1084.0,-1007.0
21-04-2023,Meghalaya,NER,5.0,291.0,25.0,2313.0,57.0,43.0,13.0,50.01,0.055,63.66,5.5,229.0,-760.0,-548.0,-1084.0,-1007.0
